2026-05-08T15:09:44 UTC | INFO     | main | ============================================================
2026-05-08T15:09:44 UTC | INFO     | main | AUTOMATED STOCK RESEARCH SYSTEM — starting run
2026-05-08T15:09:44 UTC | INFO     | main | DISCLAIMER: This system does NOT perform trading, does NOT give investment advice, and does NOT make price predictions. It is a research data aggregation and scoring tool only.
2026-05-08T15:09:44 UTC | INFO     | main | ============================================================
2026-05-08T15:09:44 UTC | INFO     | main | [SCHEDULER] Time gate passed — matched slot 9:45-11:15
2026-05-08T15:09:44 UTC | WARNING  | main | Validated tickers file is 59 days old (limit 30). Consider re-running validate_tickers.py.
2026-05-08T15:09:44 UTC | INFO     | main | Run slot: 9:45-11:15
2026-05-08T15:09:44 UTC | INFO     | state_manager | New trading day (2026-05-08) — resetting state
2026-05-08T15:09:44 UTC | INFO     | market_collector | Index dow: 49616.69 Flat (+0.04%)
2026-05-08T15:09:44 UTC | INFO     | market_collector | Index sp500: 7391.27 Rising (+0.74%)
2026-05-08T15:09:44 UTC | INFO     | market_collector | Index nasdaq: 26148.50 Rising (+1.33%)
2026-05-08T15:09:45 UTC | INFO     | market_regime | VIX fetched: 17.35
2026-05-08T15:09:45 UTC | INFO     | market_regime | Regime: normal vix=17.35 risk_mult=1.0 opp_mult=1.0
2026-05-08T15:09:45 UTC | INFO     | main | Regime: normal vix=17.35
2026-05-08T15:10:15 UTC | INFO     | market_breadth | Market breadth: 58/130 advancing (0.45) — neutral breadth — mixed market movement
2026-05-08T15:10:16 UTC | INFO     | spy_sma | [SPY] price=736.81 sma200=670.55 above=True
2026-05-08T15:10:21 UTC | INFO     | market_breadth | [B200] 84/125 above 200d SMA = 67.2%
2026-05-08T15:10:21 UTC | INFO     | market_regime_classifier | [MRC] regime=BULL score=3 spy_above=True vix=17.35 breadth_pct=67.2
2026-05-08T15:10:21 UTC | INFO     | main | [MR] market_regime=BULL score=3 breadth_pct=67.2
2026-05-08T15:10:22 UTC | INFO     | sector_breadth_ma | Sector breadth MA technology: 7/10 = 0.70 (healthy participation)
2026-05-08T15:10:23 UTC | INFO     | sector_breadth_ma | Sector breadth MA semiconductors: 10/10 = 1.00 (sector is genuinely strong)
2026-05-08T15:10:24 UTC | INFO     | sector_breadth_ma | Sector breadth MA healthcare: 2/10 = 0.20 (sector is structurally weak)
2026-05-08T15:10:26 UTC | INFO     | sector_breadth_ma | Sector breadth MA financials: 6/10 = 0.60 (healthy participation)
2026-05-08T15:10:27 UTC | INFO     | sector_breadth_ma | Sector breadth MA consumer_discretionary: 4/10 = 0.40 (mixed signals)
2026-05-08T15:10:28 UTC | INFO     | sector_breadth_ma | Sector breadth MA consumer_staples: 7/10 = 0.70 (healthy participation)
2026-05-08T15:10:29 UTC | INFO     | sector_breadth_ma | Sector breadth MA industrials: 6/10 = 0.60 (healthy participation)
2026-05-08T15:10:31 UTC | INFO     | sector_breadth_ma | Sector breadth MA defense: 3/10 = 0.30 (mixed signals)
2026-05-08T15:10:32 UTC | INFO     | sector_breadth_ma | Sector breadth MA energy: 5/10 = 0.50 (mixed signals)
2026-05-08T15:10:33 UTC | INFO     | sector_breadth_ma | Sector breadth MA materials: 4/10 = 0.40 (mixed signals)
2026-05-08T15:10:35 UTC | INFO     | sector_breadth_ma | Sector breadth MA utilities: 0/10 = 0.00 (sector is structurally weak)
2026-05-08T15:10:36 UTC | INFO     | sector_breadth_ma | Sector breadth MA real_estate: 9/10 = 0.90 (sector is genuinely strong)
2026-05-08T15:10:37 UTC | INFO     | sector_breadth_ma | Sector breadth MA communication_services: 2/10 = 0.20 (sector is structurally weak)
2026-05-08T15:10:40 UTC | INFO     | sector_momentum | Top 5 sectors: ['semiconductors', 'technology', 'defense', 'consumer_discretionary', 'real_estate']
2026-05-08T15:10:40 UTC | INFO     | sector_momentum | Sector momentum history updated (6 entries)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation technology: rank 4 -> 2 speed=2 (gaining momentum)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation healthcare: rank 7 -> 10 speed=-3 (losing momentum)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation financials: rank 3 -> 11 speed=-8 (rapidly losing strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation consumer_discretionary: rank 8 -> 4 speed=4 (rapidly gaining strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation consumer_staples: rank 10 -> 6 speed=4 (rapidly gaining strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation industrials: rank 6 -> 7 speed=-1 (stable)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation materials: rank 13 -> 8 speed=5 (rapidly gaining strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation energy: rank 1 -> 13 speed=-12 (rapidly losing strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation utilities: rank 12 -> 12 speed=0 (stable)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation real_estate: rank 9 -> 5 speed=4 (rapidly gaining strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation communication_services: rank 5 -> 9 speed=-4 (rapidly losing strength)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation semiconductors: rank 2 -> 1 speed=1 (stable)
2026-05-08T15:10:40 UTC | INFO     | sector_rotation_speed | Rotation defense: rank 11 -> 3 speed=8 (rapidly gaining strength)
2026-05-08T15:10:40 UTC | INFO     | news_collector | reuters RSS: fetched 0 articles
2026-05-08T15:10:41 UTC | INFO     | news_collector | ft RSS: fetched 10 articles
2026-05-08T15:10:41 UTC | INFO     | news_collector | Finnhub: fetched 100 articles
2026-05-08T15:10:41 UTC | INFO     | news_collector | Filter: 110 raw → 31 passed
2026-05-08T15:10:41 UTC | INFO     | news_collector | Dedup: 31 → 31 articles
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: energy score=9.2 headlines=4
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: materials score=8.0 headlines=4
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: consumer_discretionary score=25.4 headlines=12
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: industrials score=8.2 headlines=5
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: utilities score=11.9 headlines=7
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: technology score=12.4 headlines=7
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: financials score=14.5 headlines=7
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: real_estate score=10.6 headlines=5
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: consumer_staples score=7.2 headlines=4
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector gated: semiconductors score=0.9 headlines=1 (need score>=4, headlines>=2)
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector gated: communication_services score=0.8 headlines=1 (need score>=4, headlines>=2)
2026-05-08T15:10:41 UTC | INFO     | news_collector | Sector confirmed: defense score=5.0 headlines=2
2026-05-08T15:10:41 UTC | INFO     | news_collector | Confirmed sectors: ['energy', 'materials', 'consumer_discretionary', 'industrials', 'utilities', 'technology', 'financials', 'real_estate', 'consumer_staples', 'defense']
2026-05-08T15:10:41 UTC | INFO     | market_collector | get_index_history dow: 30 points
2026-05-08T15:10:41 UTC | INFO     | market_collector | get_index_history sp500: 30 points
2026-05-08T15:10:41 UTC | INFO     | market_collector | get_index_history nasdaq: 30 points
2026-05-08T15:10:41 UTC | INFO     | main | News: 31 articles, 10 candidate sectors
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | SPY day move: 0.69%
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [energy]: sources=4 kw=9.2 spy=0.69% → impact=0.641 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [materials]: sources=4 kw=8.0 spy=0.69% → impact=0.623 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [consumer_discretionary]: sources=12 kw=25.4 spy=0.69% → impact=0.804 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [industrials]: sources=5 kw=8.2 spy=0.69% → impact=0.626 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [utilities]: sources=7 kw=11.9 spy=0.69% → impact=0.683 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [technology]: sources=7 kw=12.4 spy=0.69% → impact=0.691 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [financials]: sources=7 kw=14.5 spy=0.69% → impact=0.722 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [real_estate]: sources=5 kw=10.6 spy=0.69% → impact=0.662 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [consumer_staples]: sources=4 kw=7.2 spy=0.69% → impact=0.611 ✓ passes
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact [defense]: sources=2 kw=5.0 spy=0.69% → impact=0.445 ✗ below threshold
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Sector dropped by impact gate: defense (sources=2 kw=5.0 spy=0.69% → impact=0.445 ✗ below threshold)
2026-05-08T15:10:41 UTC | INFO     | news_impact_scorer | Impact gate: 10 → 9 sectors passed
2026-05-08T15:10:41 UTC | INFO     | main | Momentum gate: 9 → 3 sectors
2026-05-08T15:10:41 UTC | INFO     | sector_mapper | Mapped 0 events → 0 sectors
2026-05-08T15:10:41 UTC | INFO     | sector_validator | Sector consumer_discretionary/XLY: sig1=True sig2=True sig3=False tf_ok=True → CONFIRMED
2026-05-08T15:10:41 UTC | INFO     | sector_validator | Sector technology/XLK: sig1=True sig2=True sig3=False tf_ok=True → CONFIRMED
2026-05-08T15:10:41 UTC | INFO     | sector_validator | Sector real_estate/XLRE: sig1=True sig2=True sig3=False tf_ok=True → CONFIRMED
2026-05-08T15:10:41 UTC | INFO     | main | Confirmed sectors: ['consumer_discretionary', 'technology', 'real_estate']
2026-05-08T15:10:41 UTC | INFO     | financial_parser | TSLA: using cached financials (0d old)
2026-05-08T15:10:41 UTC | INFO     | main | DEBUG filter TSLA: ok=True reason=
2026-05-08T15:10:42 UTC | INFO     | volume_confirmation | TSLA volume ratio=0.47 score=0.16 label=lower activity than usual
2026-05-08T15:10:42 UTC | INFO     | risk_adjusted_momentum | TSLA RAM raw=1.12 score=0.56
2026-05-08T15:10:42 UTC | INFO     | multi_timeframe_momentum | TSLA MTF 1m=23.94827287211367 3m=4.203261879445207 6m=-7.288937204735981 score=0.58
2026-05-08T15:10:42 UTC | INFO     | trend_stability | TSLA trend stability: dev=0.0324 score=0.68
2026-05-08T15:10:42 UTC | INFO     | drawdown_risk | TSLA drawdown=5.7% score=0.86
2026-05-08T15:10:42 UTC | INFO     | risk_model | Risk score: raw=25.1 penalty=0 mult=1.0 final=25.1
2026-05-08T15:10:42 UTC | INFO     | opportunity_model | Opp score: b1=5.2 b2=55.6 b3=35.7 raw=31.5 x1.0 x1.0 = 31.5
2026-05-08T15:10:42 UTC | INFO     | signal_agreement | Signal agreement: m=0.56 s=0.75 e=0.50 v=0.16 -> 0.033
2026-05-08T15:10:42 UTC | INFO     | opportunity_model | Composite confidence: 44.2 (Weak confidence)
2026-05-08T15:10:42 UTC | INFO     | main | DEBUG confidence TSLA: conf=44.2 min=35 risk=25.1 opp=31.5
2026-05-08T15:10:42 UTC | INFO     | financial_parser | HD: using cached financials (0d old)
2026-05-08T15:10:42 UTC | INFO     | main | DEBUG filter HD: ok=False reason=debt-to-equity 5.14 above 2.5 threshold
2026-05-08T15:10:42 UTC | INFO     | financial_parser | MCD: using cached financials (0d old)
2026-05-08T15:10:42 UTC | INFO     | candidate_filter | MCD: D/E missing — will be flagged in report but not excluded
2026-05-08T15:10:42 UTC | INFO     | main | DEBUG filter MCD: ok=True reason=
2026-05-08T15:10:42 UTC | INFO     | volume_confirmation | MCD volume ratio=0.47 score=0.16 label=lower activity than usual
2026-05-08T15:10:42 UTC | INFO     | risk_adjusted_momentum | MCD RAM raw=-11.87 score=0.00
2026-05-08T15:10:42 UTC | INFO     | multi_timeframe_momentum | MCD MTF 1m=-9.416893893073027 3m=-13.813921530463169 6m=-7.201101529945346 score=0.32
2026-05-08T15:10:43 UTC | INFO     | trend_stability | MCD trend stability: dev=0.0742 score=0.26
2026-05-08T15:10:43 UTC | INFO     | drawdown_risk | MCD drawdown=17.3% score=0.57
2026-05-08T15:10:43 UTC | INFO     | risk_model | Risk score: raw=29.1 penalty=0 mult=1.0 final=29.1
2026-05-08T15:10:43 UTC | INFO     | opportunity_model | Opp score: b1=48.9 b2=31.4 b3=35.6 raw=39.2 x1.0 x1.0 = 39.2
2026-05-08T15:10:43 UTC | INFO     | signal_agreement | Signal agreement: m=0.50 s=0.75 e=0.50 v=0.16 -> 0.029
2026-05-08T15:10:43 UTC | INFO     | opportunity_model | Composite confidence: 45.4 (Weak confidence)
2026-05-08T15:10:43 UTC | INFO     | main | DEBUG confidence MCD: conf=45.4 min=35 risk=29.1 opp=39.2
2026-05-08T15:10:43 UTC | INFO     | financial_parser | NKE: using cached financials (0d old)
