2026-04-17T14:43:41 UTC | INFO     | main | ============================================================
2026-04-17T14:43:41 UTC | INFO     | main | AUTOMATED STOCK RESEARCH SYSTEM — starting run
2026-04-17T14:43:41 UTC | INFO     | main | DISCLAIMER: This system does NOT perform trading, does NOT give investment advice, and does NOT make price predictions. It is a research data aggregation and scoring tool only.
2026-04-17T14:43:41 UTC | INFO     | main | ============================================================
2026-04-17T14:43:41 UTC | INFO     | main | [SCHEDULER] Time gate passed — matched slot 9:45-11:15
2026-04-17T14:43:41 UTC | WARNING  | main | Validated tickers file is 38 days old (limit 30). Consider re-running validate_tickers.py.
2026-04-17T14:43:41 UTC | INFO     | main | Run slot: 9:45-11:15
2026-04-17T14:43:41 UTC | INFO     | state_manager | New trading day (2026-04-17) — resetting state
2026-04-17T14:43:41 UTC | INFO     | market_collector | Index dow: 49588.25 Rising (+2.08%)
2026-04-17T14:43:41 UTC | INFO     | market_collector | Index sp500: 7131.45 Rising (+1.28%)
2026-04-17T14:43:42 UTC | INFO     | market_collector | Index nasdaq: 24467.94 Rising (+1.52%)
2026-04-17T14:43:42 UTC | INFO     | market_regime | VIX fetched: 17.65
2026-04-17T14:43:42 UTC | INFO     | market_regime | Regime: normal vix=17.65 risk_mult=1.0 opp_mult=1.0
2026-04-17T14:43:42 UTC | INFO     | main | Regime: normal vix=17.65
2026-04-17T14:44:13 UTC | INFO     | market_breadth | Market breadth: 94/130 advancing (0.72) — strong breadth — most stocks rising
2026-04-17T14:44:13 UTC | INFO     | spy_sma | [SPY] price=710.80 sma200=663.22 above=True
2026-04-17T14:44:18 UTC | INFO     | market_breadth | [B200] 94/125 above 200d SMA = 75.2%
2026-04-17T14:44:18 UTC | INFO     | market_regime_classifier | [MRC] regime=BULL score=3 spy_above=True vix=17.65 breadth_pct=75.2
2026-04-17T14:44:18 UTC | INFO     | main | [MR] market_regime=BULL score=3 breadth_pct=75.2
2026-04-17T14:44:19 UTC | INFO     | sector_breadth_ma | Sector breadth MA technology: 8/10 = 0.80 (sector is genuinely strong)
2026-04-17T14:44:20 UTC | INFO     | sector_breadth_ma | Sector breadth MA semiconductors: 10/10 = 1.00 (sector is genuinely strong)
2026-04-17T14:44:21 UTC | INFO     | sector_breadth_ma | Sector breadth MA healthcare: 3/10 = 0.30 (mixed signals)
2026-04-17T14:44:22 UTC | INFO     | sector_breadth_ma | Sector breadth MA financials: 7/10 = 0.70 (healthy participation)
2026-04-17T14:44:23 UTC | INFO     | sector_breadth_ma | Sector breadth MA consumer_discretionary: 7/10 = 0.70 (healthy participation)
2026-04-17T14:44:24 UTC | INFO     | sector_breadth_ma | Sector breadth MA consumer_staples: 0/10 = 0.00 (sector is structurally weak)
2026-04-17T14:44:26 UTC | INFO     | sector_breadth_ma | Sector breadth MA industrials: 9/10 = 0.90 (sector is genuinely strong)
2026-04-17T14:44:27 UTC | INFO     | sector_breadth_ma | Sector breadth MA defense: 2/10 = 0.20 (sector is structurally weak)
2026-04-17T14:44:28 UTC | INFO     | sector_breadth_ma | Sector breadth MA energy: 1/10 = 0.10 (sector is structurally weak)
2026-04-17T14:44:30 UTC | INFO     | sector_breadth_ma | Sector breadth MA materials: 7/10 = 0.70 (healthy participation)
2026-04-17T14:44:31 UTC | INFO     | sector_breadth_ma | Sector breadth MA utilities: 2/10 = 0.20 (sector is structurally weak)
2026-04-17T14:44:32 UTC | INFO     | sector_breadth_ma | Sector breadth MA real_estate: 10/10 = 1.00 (sector is genuinely strong)
